LAT;-17,248257;;;;;;;;;;;;;
LONG;-50,130914;;;;;;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];DPV [kPa];Umidade Relativa do Ar [%];Precipitação [mm];Molhamento Foliar [min];Velocidade do Vento [m/s];Velocidade Máxima do Vento [m/s];Direção do Vento [deg];Painel Solar [mV];Bateria [mV];DeltaT [°C];
Data/Horário;avg;avg;avg;avg;avg;sum;time;avg;max;avg;last;last;avg;Daily ET0 [mm]
2017-11-01 14:00:00;29,48;18;660;2,04;50,29;0;0;1,1;3,2;322;9499;6756;;
2017-11-01 13:00:00;28,46;18;715;1,8;53,49;0;0;1,6;5,4;344;9835;6759;;
2017-11-01 12:00:00;27,08;19,7;823;1,27;64,53;0;0;2,1;5,6;358;9658;6753;;
2017-11-01 11:00:00;24,49;20,5;550;0,64;78,95;0;0;1,7;3,3;349;9888;6764;;
2017-11-01 10:00:00;23;20,4;442;0,39;85,9;0;0;1,4;3,4;12;9370;6764;;
2017-11-01 09:00:00;21,06;20,2;155;0,11;95,29;0;0;0,6;1,8;7;8723;6764;;
2017-11-01 08:00:00;20,03;19,7;49;0,02;98,8;0;0;0,4;1,2;292;6863;6667;;
2017-11-01 07:00:00;19,92;19,7;0;0,02;98,77;0;0;0,2;1,5;33;3307;6459;;
2017-11-01 06:00:00;20,06;19,7;0;0,03;98,63;0;0;0,2;1;87;0;6459;;
2017-11-01 05:00:00;20,01;19,7;0;0,03;98,43;0;0;0,2;1,5;164;0;6462;;
2017-11-01 04:00:00;19,92;19,5;0;0,03;98,15;0;0;0,2;1,1;45;0;6468;;
2017-11-01 03:00:00;20;19,5;0;0,04;97,72;0;0;0;0,3;0;0;6474;;
2017-11-01 02:00:00;20,17;19,5;0;0,08;96,2;0;0;1;4;351;0;6477;;
2017-11-01 01:00:00;20,44;19,7;0;0,08;96,18;0;0;2,1;4,7;349;0;6479;;
2017-11-01 00:00:00;20,72;19,8;0;0,11;94,99;0;0;0,7;2,5;0;0;6502;;4,3
2017-10-31 23:00:00;21,23;20,1;0;0,15;93,78;0;0;1,6;5,2;16;0;6502;;
2017-10-31 22:00:00;21,28;20,4;0;0,11;95,13;0;0;2,2;4,8;22;0;6505;;
2017-10-31 21:00:00;20,95;20,1;0;0,1;95,55;0;0;1,6;2,8;48;0;6508;;
2017-10-31 20:00:00;20,87;19,7;0;0,15;93,65;0;0;1,3;3,9;291;0;6508;;
2017-10-31 19:00:00;20,96;20;1;0,12;94,9;0,2;0;1,9;3,5;242;3254;6536;;
2017-10-31 18:00:00;20,79;19,9;26;0,1;95,45;0,4;0;1,3;3,1;245;5368;6582;;
2017-10-31 16:00:00;20,63;19,7;1;0,11;95,06;16,4;0;3,2;8,5;227;4596;6534;;
2017-10-31 15:00:00;20,8;20;0;0,09;95,73;55;0;5,5;17,3;208;3220;6531;;
2017-10-31 14:00:00;27,98;20,2;198;1,41;63,15;0;0;4,9;10,3;288;5986;6727;;
2017-10-31 13:00:00;30,04;18,8;193;2,08;51,57;0;0;4,7;10,2;310;9542;6764;;
2017-10-31 12:00:00;33,08;18,2;950;2,94;41,72;0;0;3,8;8,7;329;9681;6759;;
2017-10-31 11:00:00;31,7;18,3;713;2,56;45,16;0;0;3,4;8,3;294;9801;6767;;
2017-10-31 10:00:00;29,35;19,4;622;1,81;55,74;0;0;1,4;4,7;307;9437;6764;;
2017-10-31 09:00:00;26,05;20,6;293;0,93;72,23;0;0;1,9;4,5;0;9499;6759;;
2017-10-31 08:00:00;23,68;21;203;0,41;85,63;0;0;2,2;4,4;353;7026;6759;;
2017-10-31 07:00:00;21,5;20,3;72;0,16;93,41;0;0;0,9;2,4;340;7002;6747;;
2017-10-31 06:00:00;20,93;19,8;0;0,15;93,6;0;0;0,8;2;37;4150;6471;;
2017-10-31 05:00:00;21,1;19,6;0;0,2;91,57;0;0;0,5;1,3;334;0;6471;;
2017-10-31 04:00:00;21,28;19,7;0;0,2;91,48;0;0;1,1;2,3;288;0;6479;;
2017-10-31 03:00:00;21,18;19,6;0;0,2;91,5;0;0;0,2;1,5;238;0;6479;;
2017-10-31 02:00:00;21,1;19,7;0;0,18;92,43;0;0;0,3;1,2;270;0;6485;;
2017-10-31 01:00:00;21,69;20,1;0;0,22;91,1;0;0;1,3;2,8;182;0;6494;;
2017-10-31 00:00:00;22,41;20,2;0;0,32;88,01;0;0;0,9;2,8;163;0;6499;;5,8
2017-10-30 23:00:00;23,61;20;0;0,55;80,72;0;0;1,9;4,3;150;0;6496;;
2017-10-30 22:00:00;24,06;19,6;0;0,69;76,58;0;0;1,8;4,8;115;0;6496;;
2017-10-30 21:00:00;24,74;19;0;0,9;70,93;0;0;1,6;2,8;11;0;6496;;
2017-10-30 20:00:00;25,69;18,2;0;1,19;63,54;0;0;1,1;2,9;26;0;6496;;
2017-10-30 19:00:00;25,88;17,8;0;1,29;61,22;0;0;0,9;5,3;124;0;6496;;
2017-10-30 18:00:00;28,62;16,9;110;1,99;49,81;0;0;4,5;10,3;158;3225;6616;;
2017-10-30 17:00:00;34,77;14,2;187;3,91;29,34;0;0;2;7,7;246;8478;6753;;
2017-10-30 16:00:00;35,96;14,1;549;4,3;27,37;0;0;2,7;6,7;263;8704;6747;;
2017-10-30 15:00:00;35,77;14,2;647;4,24;27,81;0;0;3,1;8;265;8152;6750;;
2017-10-30 14:00:00;35,44;15,2;841;4,02;30,17;0;0;3,2;7,5;264;9236;6764;;
2017-10-30 13:00:00;34,52;15,8;927;3,67;33;0;0;3,1;7,5;291;9605;6761;;
2017-10-30 12:00:00;33,52;16,7;941;3,26;37,04;0;0;3;9,4;279;9648;6759;;
2017-10-30 11:00:00;31,1;18,8;672;2,34;48,25;0;0;1,9;4,1;302;9562;6756;;
2017-10-30 10:00:00;28,49;19,5;393;1,6;58,73;0;0;1,5;3,2;351;9916;6767;;
2017-10-30 09:00:00;26,44;20,1;387;1,08;68,62;0;0;1,9;4,5;2;9475;6764;;
2017-10-30 08:00:00;23,15;20,5;265;0,41;85,66;0;0;1,3;3;359;9528;6761;;
2017-10-30 07:00:00;21,32;19,9;36;0,19;91,94;0;0;1,1;2,6;5;6753;6565;;
2017-10-30 06:00:00;21,1;19,4;0;0,22;90,77;0;0;0,5;1,3;33;3077;6457;;
2017-10-30 05:00:00;20,83;19,1;0;0,22;90,51;0;0;0,3;1,3;9;0;6465;;
2017-10-30 04:00:00;20,8;19,2;0;0,21;91,24;0;0;0,7;1,6;4;0;6465;;
2017-10-30 03:00:00;20,93;18,9;0;0,27;88,72;0;0;0,1;0,7;255;0;6477;;
2017-10-30 02:00:00;20,57;18,9;0;0,21;91,03;0;0;0,1;0,8;250;0;6488;;
2017-10-30 01:00:00;20,76;19,1;0;0,22;90,69;0;0;0,1;1,1;232;0;6494;;
2017-10-30 00:00:00;21,01;19,2;0;0,24;90,09;0;0;0,3;1,1;239;0;6496;;4
2017-10-29 23:00:00;21,96;19,3;0;0,38;85,41;0;0;0,7;2,4;2;0;6508;;
2017-10-29 22:00:00;22,27;19,6;0;0,38;85,42;0;0;1,3;2,7;8;0;6511;;
2017-10-29 21:00:00;22,35;20;0;0,34;87,05;0;0;1,3;3,6;25;0;6511;;
2017-10-29 20:00:00;22,77;18,8;0;0,58;78,64;0;0;0,4;2,7;335;0;6511;;
2017-10-29 19:00:00;23,07;18,9;0;0,62;77,66;0;0;1,7;5,8;355;0;6511;;
2017-10-29 18:00:00;25,65;18,9;42;1,09;66,89;0;0;3,1;6,6;259;4217;6582;;
2017-10-29 17:00:00;30,1;17,5;136;2,26;47,25;0;0;1,2;7,2;158;7721;6741;;
2017-10-29 16:00:00;30,92;17,6;177;2,43;45,41;0;0;1;2,7;87;8330;6750;;
2017-10-29 15:00:00;31,95;17;588;2,79;40,96;0;0;1,2;4,7;162;8967;6753;;
2017-10-29 14:00:00;31,62;17,1;668;2,69;42,04;0;0;1,1;4,3;228;9308;6770;;
2017-10-29 13:00:00;30,7;17,3;534;2,42;44,96;0;0;1;3,1;295;9418;6770;;
2017-10-29 12:00:00;29,17;18,7;761;1,87;53,67;0;0;1,1;3,6;350;9226;6761;;
2017-10-29 11:00:00;27,61;19,3;896;1,44;61,06;0;0;0,8;2,9;3;9744;6773;;
2017-10-29 10:00:00;24,97;19,7;397;0,84;73,17;0;0;0,4;1,7;331;9528;6767;;
2017-10-29 09:00:00;23,53;20,2;260;0,52;81,96;0;0;0,4;1,9;21;7793;6764;;
2017-10-29 08:00:00;22,17;19,8;91;0,34;87,03;0;0;0,6;1,6;28;6925;6696;;
2017-10-29 07:00:00;21,35;19,3;24;0,28;88,71;0;0;0,3;1,4;337;6734;6539;;
2017-10-29 06:00:00;21,28;19,2;0;0,28;88,45;0;0;0,7;1,8;349;2693;6471;;
2017-10-29 05:00:00;21,16;19,3;0;0,25;89,53;0;0;0,8;1,9;352;0;6465;;
2017-10-29 04:00:00;21,1;19,3;0;0,24;89,82;0;0;0,7;1,4;318;0;6468;;
2017-10-29 03:00:00;21,31;19,3;0;0,27;89,02;0;0;0,3;1;14;0;6482;;
2017-10-29 02:00:00;21,56;19,8;0;0,24;90,44;0;35;0,9;3,3;45;0;6474;;
2017-10-29 01:00:00;21,65;20;0;0,22;91,1;0;60;0,7;2,6;0;0;6488;;
2017-10-29 00:00:00;21,78;19,5;0;0,33;87,18;0;60;0,3;1,4;5;0;6496;;5,4
2017-10-28 23:00:00;21,6;19,8;0;0,25;89,84;0;60;0,5;1,8;341;0;6496;;
2017-10-28 22:00:00;21,91;19,4;0;0,36;86,2;0;60;0,6;4,6;349;0;6505;;
2017-10-28 21:00:00;22,06;19,1;0;0,43;83,82;0;60;2,3;7,2;134;0;6505;;
2017-10-28 20:00:00;24,42;17,6;0;1,02;66,37;0,2;15;0,8;2,5;131;0;6505;;
2017-10-28 19:00:00;25,46;17,3;0;1,26;61,07;0;0;1,6;4,6;174;0;6508;;
2017-10-28 18:00:00;28,53;16,1;47;2,08;48,23;0;0;3,5;8,4;214;4141;6585;;
2017-10-28 17:00:00;34,42;14,2;200;3,81;29,83;0;0;1,7;3,9;275;6916;6741;;
2017-10-28 16:00:00;35,47;14,2;374;4,13;28,22;0;0;1,5;4,6;280;8809;6764;;
2017-10-28 15:00:00;35,26;14,8;562;4,01;29,65;0;10;1,9;5,3;294;8910;6767;;
2017-10-28 14:00:00;35,24;15,4;864;3,93;30,9;0;10;1,8;5,2;289;9006;6759;;
2017-10-28 13:00:00;34,44;15,7;1014;3,65;32,86;0;0;1,9;4,9;279;9471;6764;;
2017-10-28 12:00:00;32,87;16,9;1026;3,05;38,79;0;0;1,6;5,4;286;9624;6770;;
2017-10-28 11:00:00;30,39;17,5;877;2,33;46,44;0;0;1,3;4;347;9389;6759;;
2017-10-28 10:00:00;27,73;18,6;413;1,56;57,97;0;0;1,7;3,4;16;9619;6759;;
2017-10-28 09:00:00;25,25;19,4;298;0,94;70,52;0;0;1,6;4,5;15;9423;6756;;
2017-10-28 08:00:00;23,41;19,4;177;0,61;78,72;0;0;1,5;4;46;7088;6761;;
2017-10-28 07:00:00;21,64;19;47;0,37;85,62;0;0;0,9;2,9;94;6834;6622;;
2017-10-28 06:00:00;20,33;18,5;0;0,24;89,62;0;0;1,1;3,7;160;3494;6474;;
2017-10-28 05:00:00;22;17,4;0;0,64;75,55;0;0;0,6;2,1;107;0;6471;;
2017-10-28 04:00:00;21,99;18;0;0,56;78,64;0;0;0,3;2,5;118;0;6471;;
2017-10-28 03:00:00;22,91;17,2;0;0,81;70,62;0;0;0,8;2,1;21;0;6474;;
2017-10-28 02:00:00;22,94;17,2;0;0,82;70,41;0;0;1;2,3;26;0;6479;;
2017-10-28 01:00:00;23,8;17;0;0,99;66,26;0;25;0,5;1,8;79;0;6485;;
2017-10-28 00:00:00;22,92;17,3;0;0,8;71,31;0,8;60;0,8;5,9;251;0;6499;;6,1
2017-10-27 23:00:00;25,92;17,1;0;1,4;59,88;4,4;15;3,9;11,8;286;0;6496;;
2017-10-27 22:00:00;29,17;15,2;0;2,29;43,14;0;0;2;8,5;286;0;6499;;
2017-10-27 21:00:00;29,08;15,6;0;2,24;44,2;0;0;1,2;3,3;302;0;6502;;
2017-10-27 20:00:00;29,49;15,4;0;2,35;42,63;0;0;1;2,2;309;0;6499;;
2017-10-27 19:00:00;31,5;14,8;1;2,92;36,78;0;0;1,6;3,7;290;0;6496;;
2017-10-27 18:00:00;34,09;14,2;113;3,71;30,56;0;0;2,6;6,5;290;5123;6704;;
2017-10-27 17:00:00;35,39;13,6;272;4,17;27,24;0;0;3,3;11,3;295;6983;6747;;
2017-10-27 16:00:00;36,17;14,2;447;4,36;27,22;0;0;3,1;7,2;289;8052;6733;;
2017-10-27 15:00:00;36,62;14,9;799;4,44;27,63;0;0;3,5;8;278;8718;6767;;
2017-10-27 14:00:00;36,56;15,6;836;4,34;29,04;0;0;3,1;8,3;290;9245;6776;;
2017-10-27 13:00:00;36,19;15,4;1026;4,24;29,26;0;0;2,4;7,5;300;9586;6761;;
2017-10-27 12:00:00;34,44;15,8;991;3,63;33,17;0;0;1,9;5,1;293;9557;6764;;
2017-10-27 11:00:00;32,3;16,6;881;2,94;39,26;0;0;1,4;3,9;300;9643;6761;;
2017-10-27 10:00:00;29,64;17,7;730;2,12;49,15;0;0;0,5;2;50;9461;6759;;
2017-10-27 09:00:00;26,4;19,2;416;1,2;65,17;0;0;0,2;1,9;48;9451;6770;;
2017-10-27 08:00:00;24,04;19,1;233;0,76;74,69;0;0;0,1;1,2;40;9102;6756;;
2017-10-27 07:00:00;21,5;18,6;24;0,4;84,1;0;0;0,2;1;253;6772;6576;;
2017-10-27 06:00:00;21,62;18,1;0;0,48;80,98;0;0;0,1;0,6;218;3963;6477;;
2017-10-27 05:00:00;22,09;18,9;0;0,46;82,4;0;0;0;0;137;0;6479;;
2017-10-27 04:00:00;22,88;18,8;0;0,59;78,62;0;0;0,2;1,6;127;0;6468;;
2017-10-27 03:00:00;23,4;17,9;0;0,81;71,77;0;0;0,3;2,3;307;0;6477;;
2017-10-27 02:00:00;23,92;17,6;0;0,93;68,37;0;15;0,2;1,1;295;0;6477;;
2017-10-27 01:00:00;23,62;18,6;0;0,75;73,95;0;60;0,4;1,4;278;0;6488;;
2017-10-27 00:00:00;23,27;19,3;0;0,59;79,09;0;60;0,1;1;345;0;6491;;4,6
2017-10-26 23:00:00;24,21;18,9;0;0,82;72,69;2,8;60;0,9;2,1;93;0;6494;;
2017-10-26 22:00:00;27,88;16;0;1,93;50;2,2;15;1,1;3,4;248;0;6505;;
2017-10-26 21:00:00;29,87;13,4;0;2,65;36,83;0;0;1,2;4,8;235;0;6499;;
2017-10-26 20:00:00;31,04;12,2;0;3,06;31,8;0;0;0,9;2,9;316;0;6496;;
2017-10-26 19:00:00;32,1;12,3;0;3,33;30,16;0;0;1,4;4;298;0;6494;;
2017-10-26 18:00:00;33,82;12,4;46;3,82;27,52;0;0;0,5;1,3;17;3714;6539;;
2017-10-26 17:00:00;36,31;11,3;243;4,69;22,26;0;0;1;3,2;19;8263;6741;;
2017-10-26 16:00:00;35,97;12,2;356;4,5;24,13;0;0;1,2;3,8;34;8800;6753;;
2017-10-26 15:00:00;35,37;11,6;347;4,35;23,98;0;0;1,6;3,8;3;9034;6770;;
2017-10-26 14:00:00;36,67;10,5;445;4,88;20,68;0;0;1,7;3,9;342;9087;6767;;
2017-10-26 13:00:00;37,76;9,9;782;5,31;18,77;0;0;1,6;5,5;332;9001;6770;;
2017-10-26 12:00:00;36,05;9,9;725;4,74;20,63;0;0;1,3;5;346;9322;6761;;
2017-10-26 11:00:00;34,26;9,9;342;4,16;22,74;0;0;1,4;4,8;13;8972;6761;;
2017-10-26 10:00:00;33,76;10,4;555;3,98;24,17;0;0;1,9;4,4;42;9039;6741;;
2017-10-26 09:00:00;31,21;13;480;3,03;33,68;0;0;1,2;3,8;77;8354;6753;;
2017-10-26 08:00:00;26,51;16;255;1,63;52,76;0;0;0,9;1,9;20;9725;6767;;
2017-10-26 07:00:00;23,44;16;80;1,05;63,42;0;0;0,8;1,8;31;7323;6764;;
2017-10-26 06:00:00;22,91;15,3;0;1,04;62,54;0;0;0,1;0,9;319;3297;6485;;
2017-10-26 05:00:00;23,1;15,6;0;1,03;63,18;0;0;0;0,3;257;0;6485;;
2017-10-26 04:00:00;23,75;15,6;0;1,15;60,53;0;0;0;0,5;167;0;6482;;
2017-10-26 03:00:00;24,71;15,6;0;1,32;57,2;0;0;0;0,7;200;0;6485;;
2017-10-26 02:00:00;25,24;14,9;0;1,49;53,26;0;0;0,1;1,8;196;0;6496;;
2017-10-26 01:00:00;25,81;13,9;0;1,72;47,98;0;0;0;1,7;212;0;6488;;
2017-10-26 00:00:00;26,77;13,6;0;1,94;44,62;0;0;0;0,6;180;0;6494;;4,2
2017-10-25 23:00:00;26,9;13,7;0;1,96;44,57;0;0;0;0,7;217;0;6496;;
2017-10-25 22:00:00;28,98;12,6;0;2,52;36,94;0;0;0,3;1,4;96;0;6499;;
2017-10-25 21:00:00;30,34;11,9;0;2,92;32,37;0;0;0,4;2;102;0;6502;;
2017-10-25 20:00:00;30,5;12,2;0;2,93;32,66;0;0;0,3;2,3;126;0;6511;;
2017-10-25 19:00:00;31,02;12,7;0;3,01;32,82;0;0;0,3;0,9;133;0;6496;;
2017-10-25 18:00:00;33,23;12,2;72;3,66;28,17;0;0;0,9;3,3;139;4323;6687;;
2017-10-25 17:00:00;34,53;12;177;4,05;25,8;0;0;1,6;3,7;139;7884;6750;;
2017-10-25 16:00:00;35,23;12;302;4,28;24,68;0;0;2;4,3;149;9010;6747;;
2017-10-25 15:00:00;35,45;12,6;347;4,29;25,42;0;0;2;4,1;156;9279;6767;;
2017-10-25 14:00:00;35,67;13;432;4,32;25,84;0;0;1,3;3,6;159;9221;6764;;
2017-10-25 13:00:00;35,47;12,1;548;4,35;24,57;0;0;1,1;4,7;90;9006;6767;;
2017-10-25 12:00:00;34,48;12,8;621;3,97;27,14;0;0;1,4;3,7;80;9078;6756;;
2017-10-25 11:00:00;33,51;13,3;893;3,64;29,63;0;0;1,8;4,7;56;9360;6759;;
2017-10-25 10:00:00;30,22;16;679;2,46;42,86;0;0;0,5;3;184;9619;6764;;
2017-10-25 09:00:00;26,62;17,3;437;1,5;56,99;0;0;0;0,3;208;8948;6756;;
2017-10-25 08:00:00;23,19;17,3;192;0,85;69,94;0;0;0;0,2;175;9542;6773;;
2017-10-25 07:00:00;21,88;16,2;51;0,76;70,62;0;0;0;0;248;6830;6633;;
2017-10-25 06:00:00;22;15,3;0;0,89;66,02;0;0;0;0;262;3848;6488;;
2017-10-25 05:00:00;22,32;15,8;0;0,88;66,94;0;0;0;0;166;0;6474;;
2017-10-25 04:00:00;22,64;15,8;0;0,93;65,97;0;0;0;1;157;0;6491;;
2017-10-25 03:00:00;22,6;16,4;0;0,86;68,26;0;0;0,2;1,3;156;0;6488;;
2017-10-25 02:00:00;22,9;16,7;0;0,87;68,35;0;0;0;0,7;219;0;6496;;
2017-10-25 01:00:00;23,38;16,6;0;0,97;65,86;0;0;0,5;2,1;188;0;6496;;
2017-10-25 00:00:00;24,18;16,4;0;1,13;62,14;0;0;0,4;1,7;169;0;6502;;2,2
2017-10-24 23:00:00;24,67;16,4;0;1,21;60,63;0;0;0,6;1,9;262;0;6499;;
2017-10-24 22:00:00;25,1;15,9;0;1,36;57,02;0;0;0,1;0,7;284;0;6505;;
2017-10-24 21:00:00;25,42;16,5;0;1,35;58,12;0;0;0;0,8;182;0;6516;;
2017-10-24 20:00:00;26,52;15,8;0;1,65;52,18;0;0;1;2,3;37;0;6511;;
2017-10-24 19:00:00;27,16;15,9;0;1,77;50,53;0;0;1,1;2,1;53;0;6514;;
2017-10-24 18:00:00;28,03;15,5;11;2;46,89;0;0;1,3;3,6;92;3211;6542;;
2017-10-24 17:00:00;29,16;15,5;30;2,27;43,71;0;0;0,8;2,6;79;4630;6585;;
2017-10-24 16:00:00;29,33;16,5;111;2,19;46,14;0;0;1,1;5;112;8124;6747;;
2017-10-24 15:00:00;29,82;16,1;95;2,36;43,77;0;0;0,7;2,2;155;6906;6727;;
2017-10-24 14:00:00;30,92;15;163;2,75;38,29;0;0;0,3;1,9;90;8359;6741;;
2017-10-24 13:00:00;30,65;15,1;226;2,67;39,14;0;0;1,1;3;61;8991;6750;;
2017-10-24 12:00:00;30,42;15,5;270;2,57;40,69;0;0;1,4;3,6;69;8900;6753;;
2017-10-24 11:00:00;29,11;16,3;283;2,16;46,18;0;0;1,5;4,2;95;8900;6753;;
2017-10-24 10:00:00;27,5;16,9;330;1,73;52,81;0;0;1;3,4;105;9279;6756;;
2017-10-24 09:00:00;25,25;17,8;199;1,16;63,71;0;0;0,4;1,5;166;8061;6747;;
2017-10-24 08:00:00;23,56;18;128;0,82;71,33;0;0;0,1;0,8;159;6925;6702;;
2017-10-24 07:00:00;21,95;18,1;40;0,54;79,25;0;0;0,2;1,5;147;6839;6619;;
2017-10-24 06:00:00;21,44;18,3;0;0,43;82,93;0;0;0;0,9;202;2818;6502;;
2017-10-24 05:00:00;21,94;17,9;0;0,57;78,11;0;0;0;0;208;0;6502;;
2017-10-24 04:00:00;21,99;17,7;0;0,6;76,98;0;0;0,2;1;173;0;6511;;
2017-10-24 03:00:00;22,1;17,6;0;0,62;76,24;0;0;0,2;0,9;184;0;6502;;
2017-10-24 02:00:00;22,48;17,4;0;0,72;73,25;0;0;0,2;1,2;196;0;6519;;
2017-10-24 01:00:00;22,87;17,4;0;0,77;71,91;0;0;0,1;0,9;166;0;6511;;
2017-10-24 00:00:00;23,89;17,4;0;0,96;67,3;0;0;0;0,7;189;0;6516;;3,6
2017-10-23 23:00:00;24,27;17,8;0;0,97;67,53;0;0;0;0;193;0;6519;;
2017-10-23 22:00:00;24,62;17,8;0;1,04;66,06;0;0;0;0,6;163;0;6528;;
2017-10-23 21:00:00;25,42;17,2;0;1,26;60,91;0;0;0;0,8;221;0;6525;;
2017-10-23 20:00:00;25,53;17,6;0;1,24;61,7;0;0;0;1,1;235;0;6528;;
2017-10-23 19:00:00;26,52;17,8;0;1,41;59,12;0;0;0,1;0,5;246;0;6542;;
2017-10-23 18:00:00;27,89;17,1;33;1,79;52,19;0;0;0,4;1,5;194;3757;6613;;
2017-10-23 17:00:00;29,06;15,3;97;2,26;43,41;0;0;1,1;3,8;168;6873;6727;;
2017-10-23 16:00:00;29,53;15,4;184;2,36;42,71;0;0;1,2;2,9;163;8742;6744;;
2017-10-23 15:00:00;29,25;15,8;169;2,25;44,4;0;0;1,3;2,9;140;8593;6741;;
2017-10-23 14:00:00;28,92;16,3;180;2,11;46,93;0;0;2;5,3;162;8881;6756;;
2017-10-23 13:00:00;30,6;16,7;715;2,48;43,6;0;0;2,6;5,9;155;9360;6753;;
2017-10-23 12:00:00;29,04;16,9;459;2,07;48,24;0;0;1,9;5;110;7328;6741;;
2017-10-23 11:00:00;28,1;17,4;664;1,79;52,7;0;0;2,3;5,9;95;9480;6753;;
2017-10-23 10:00:00;25,51;18,6;683;1,1;66,24;0;0;1,8;4,1;121;8392;6756;;
2017-10-23 09:00:00;22,94;19;315;0,58;79,25;0;0;1,5;3,3;148;7002;6747;;
2017-10-23 08:00:00;21,07;19,2;124;0,25;89,7;0;0;0,9;2,7;147;6916;6682;;
2017-10-23 07:00:00;20;19;32;0,12;94,25;0;0;0,1;0,9;171;6724;6534;;
2017-10-23 06:00:00;19,9;18,9;0;0,12;94,16;0;0;0;0,5;149;3043;6420;;
2017-10-23 05:00:00;20,02;18,8;0;0,15;93,4;0;0;0,1;1,2;259;0;6431;;
2017-10-23 04:00:00;20,01;19;0;0,13;94,13;0;0;0,2;1,7;270;0;6431;;
2017-10-23 00:00:00;20,77;19,2;0;0,21;91,09;0;0;0,1;0,7;229;0;6505;;4,7
2017-10-22 23:00:00;21,3;19,2;0;0,28;88,47;0;0;0,4;2,1;188;0;6502;;
2017-10-22 22:00:00;21,86;19,2;0;0,37;85,56;0;0;1,4;4,7;175;0;6502;;
2017-10-22 21:00:00;22,21;18,8;0;0,49;81,47;0;0;2,2;5;168;0;6499;;
2017-10-22 20:00:00;23,22;18,3;0;0,72;74,4;0;0;2,5;5,8;150;0;6508;;
2017-10-22 19:00:00;23,4;18,2;0;0,77;73,03;0;0;2,9;6,8;170;0;6508;;
2017-10-22 18:00:00;25,74;17,6;0;1,29;61,66;0;0;4,1;8,7;172;3096;6514;;
2017-10-22 17:00:00;28,8;15,7;113;2,16;45,29;0;0;3,5;8;135;4979;6702;;
2017-10-22 16:00:00;30,15;16;259;2,45;42,71;0;0;3,4;6,6;126;8905;6756;;
2017-10-22 15:00:00;32,11;16,1;773;2,93;38,52;0;0;3,5;7,4;122;9303;6770;;
2017-10-22 14:00:00;31,66;16;559;2,83;39,12;0;0;2,8;5,9;123;9528;6767;;
2017-10-22 13:00:00;31,36;16,5;615;2,69;41,16;0;0;2,6;6,3;121;9547;6759;;
2017-10-22 12:00:00;29,68;16,6;437;2,25;45,75;0;0;2,3;5,3;140;9293;6764;;
2017-10-22 11:00:00;29,1;17,1;664;2,07;48,58;0;0;2,2;4,9;122;9840;6773;;
2017-10-22 10:00:00;27,27;17,7;501;1,58;56,16;0;0;1,6;3,5;115;8828;6756;;
2017-10-22 09:00:00;24,76;18,2;403;1,01;67,37;0;0;1,5;3,2;155;9499;6767;;
2017-10-22 08:00:00;23,03;18,4;270;0,68;75,8;0;0;1,3;3,1;178;9159;6756;;
2017-10-22 07:00:00;21,22;17,8;35;0,46;81,53;0;0;0,5;1,7;188;6830;6613;;
2017-10-22 06:00:00;21,59;17,4;0;0,57;77,43;0;0;1,1;3,1;140;234;6459;;
2017-10-22 05:00:00;21,34;17,4;0;0,53;78,83;0;0;0,6;1,7;126;0;6462;;
2017-10-22 04:00:00;21,49;17,5;0;0,54;78,69;0;0;0,6;1,5;147;0;6462;;
2017-10-22 03:00:00;21,92;17,4;0;0,62;75,92;0;0;0,8;2,6;192;0;6468;;
2017-10-22 02:00:00;22,24;17,3;0;0,69;74,11;0;0;0,7;2,1;199;0;6482;;
2017-10-22 01:00:00;22,52;17,3;0;0,73;72,81;0;0;0,4;1,2;205;0;6488;;
2017-10-22 00:00:00;22,39;17,3;0;0,72;73,17;0;0;0;1,3;213;0;6488;;4,8
2017-10-21 23:00:00;23,35;17;0;0,92;67,86;0;0;0;0;233;0;6488;;
2017-10-21 22:00:00;24,07;16,7;0;1,07;63,92;0;0;0,1;0,9;160;0;6491;;
2017-10-21 21:00:00;24,96;15,9;0;1,33;57,62;0;0;0,6;2,5;189;0;6496;;
2017-10-21 20:00:00;26,29;15,7;0;1,62;52,34;0;0;0,1;1;192;0;6499;;
2017-10-21 19:00:00;28,52;15,1;0;2,17;44,39;0;0;0,7;3,9;157;0;6496;;
2017-10-21 18:00:00;32,44;13,2;24;3,33;31,42;0;0;1,6;5,2;327;3709;6548;;
2017-10-21 17:00:00;34,84;12,7;75;4,09;26,57;0;0;1,5;4,6;3;6873;6730;;
2017-10-21 16:00:00;36,86;12,3;402;4,78;23,08;0;0;0,8;2,8;358;8531;6741;;
2017-10-21 15:00:00;36,71;12,2;477;4,74;23,2;0;0;1,1;3,2;350;8895;6750;;
2017-10-21 14:00:00;36,83;12,5;795;4,76;23,37;0;0;1,2;3,6;37;9432;6770;;
2017-10-21 13:00:00;36,22;13,4;790;4,46;25,69;0;0;1;3,6;40;8867;6759;;
2017-10-21 12:00:00;34,86;14,3;962;3,93;29,58;0;0;1,2;3,3;112;9499;6753;;
2017-10-21 11:00:00;32,6;16,3;870;3,05;37,98;0;0;0,7;2,7;200;9408;6756;;
